Date,Open,High,Low,Close,Volume,Adj Close
2010-06-29,61.33,61.57,59.20,59.43,4487800,53.50
2010-06-28,63.42,63.42,62.16,62.26,2861600,56.04
2010-06-25,63.35,63.68,62.31,63.22,3015700,56.91
2010-06-24,64.67,65.10,63.14,63.25,2864700,56.94
2010-06-23,65.55,65.63,64.01,64.89,2771700,58.41
2010-06-22,67.11,67.35,65.31,65.45,1825900,58.92
2010-06-21,67.98,68.08,66.45,66.78,2187700,60.11
2010-06-18,66.42,67.09,66.42,66.90,3334200,60.22
2010-06-17,66.22,66.55,65.44,66.31,1770700,59.69
2010-06-16,66.10,66.61,65.87,66.29,1551800,59.67
2010-06-15,64.89,66.67,64.65,66.62,1950900,59.97
2010-06-14,65.13,65.41,64.15,64.31,1728900,57.89
2010-06-11,63.41,64.70,62.95,64.58,1782400,58.13
2010-06-10,63.30,64.24,63.24,64.07,2472800,57.67
2010-06-09,62.79,63.84,62.33,62.55,1994100,56.31
2010-06-08,62.10,62.93,61.79,62.65,4364500,56.40
2010-06-07,65.32,65.32,61.97,62.08,5017400,55.88
2010-06-04,67.06,67.06,64.95,65.18,2969000,58.67
2010-06-03,68.20,69.10,67.65,68.07,2219600,61.27
2010-06-02,67.17,67.99,65.95,67.92,2028700,61.14
2010-06-01,67.00,68.42,66.73,66.74,1745100,60.08
2010-05-28,68.49,68.69,67.52,67.90,1991500,61.12
2010-05-27,67.20,68.48,67.17,68.48,1560900,61.64
2010-05-26,66.52,67.45,66.18,66.38,2165000,59.75
2010-05-25,64.06,66.16,64.00,66.04,2136200,59.45
2010-05-24,67.28,67.28,65.88,65.96,2056800,59.38
2010-05-21,65.39,67.68,64.90,67.45,2487200,60.72
2010-05-20,68.22,68.26,66.30,66.30,2909700,59.68
2010-05-19,70.14,70.35,68.55,69.68,1979100,62.72
2010-05-18,71.81,72.34,70.44,70.55,1556400,63.51
2010-05-17,72.04,72.32,70.34,71.77,1646100,64.61
2010-05-14,72.30,72.67,70.90,71.71,1824000,64.55
2010-05-13,74.03,74.39,72.88,72.96,1319900,65.68
2010-05-12,72.97,74.47,72.78,74.09,1418700,66.69
2010-05-11,72.68,73.54,72.13,72.65,2276600,65.40
2010-05-10,73.00,74.25,71.43,73.11,3488500,65.81
2010-05-07,72.10,72.10,69.46,70.50,4081500,63.46
2010-05-06,74.52,75.23,64.58,72.06,3256400,64.87
2010-05-05,74.65,75.61,74.32,74.96,1602700,67.48
2010-05-04,76.81,76.81,74.72,75.28,1830300,67.76
2010-05-03,76.83,77.58,76.36,77.55,1365300,69.81
2010-04-30,78.12,78.33,76.33,76.36,1563400,68.74
2010-04-29,77.55,78.10,76.58,77.96,1523000,70.18
2010-04-28,76.72,77.35,75.95,76.98,2124400,69.30
2010-04-27,78.50,78.70,76.52,76.56,2750300,68.92
2010-04-26,78.38,79.00,78.26,78.67,1629600,70.82
2010-04-23,78.28,78.64,77.57,78.60,1803500,70.75
2010-04-22,77.56,78.30,76.60,78.21,2048200,70.40
2010-04-21,77.02,78.24,76.75,78.05,2041300,70.26
2010-04-20,76.34,77.06,76.19,76.94,1704700,69.26
2010-04-19,75.94,76.32,75.61,76.14,1927400,68.54
2010-04-16,76.22,76.95,75.53,76.04,2426200,68.45
2010-04-15,76.43,77.06,76.19,76.46,2439500,68.83
2010-04-14,76.87,76.97,76.30,76.71,2395100,69.05
2010-04-13,77.35,77.35,76.07,76.85,1858000,69.18
2010-04-12,77.54,78.18,77.14,77.30,1061600,69.58
2010-04-09,77.08,77.58,76.68,77.54,1094000,69.80
2010-04-08,76.20,77.13,75.94,76.81,1221600,69.14
2010-04-07,76.97,77.19,76.32,76.47,1958100,68.84
2010-04-06,77.70,77.97,76.74,77.41,3102500,69.30
2010-04-05,78.47,78.96,77.74,78.23,1299200,70.04
2010-04-01,77.53,78.33,77.37,77.91,1285500,69.75
2010-03-31,77.34,77.79,76.98,77.20,2131100,69.12
2010-03-30,78.48,78.48,77.07,77.49,2199000,69.38
2010-03-29,77.35,78.62,77.17,78.48,3168600,70.26
2010-03-26,76.50,77.05,76.15,76.92,1644700,68.87
2010-03-25,76.34,76.96,75.73,76.22,2168100,68.24
2010-03-24,76.74,76.76,75.60,75.74,1476100,67.81
2010-03-23,75.88,76.96,75.79,76.94,1818800,68.88
2010-03-22,75.23,75.82,74.59,75.66,1340200,67.74
2010-03-19,75.69,76.24,75.24,75.49,2438000,67.59
2010-03-18,74.86,75.50,74.79,75.24,2430200,67.36
2010-03-17,73.91,75.00,73.59,74.98,2250100,67.13
2010-03-16,73.67,73.98,73.26,73.71,1380500,65.99
2010-03-15,73.72,73.74,72.96,73.66,1620400,65.95
2010-03-12,74.15,74.15,73.01,73.76,1587400,66.04
2010-03-11,73.50,74.22,72.75,74.15,2017000,66.39
2010-03-10,73.47,74.31,73.38,73.94,1903600,66.20
2010-03-09,73.38,74.09,72.65,73.68,1363000,65.96
2010-03-08,73.40,73.92,73.10,73.65,1766500,65.94
2010-03-05,72.88,73.78,72.53,73.73,2350000,66.01
2010-03-04,71.95,73.04,71.09,72.94,3061300,65.30
2010-03-03,74.25,74.33,72.65,72.83,3344600,65.20
2010-03-02,74.65,74.65,73.41,73.98,2203000,66.23
2010-03-01,72.54,74.13,72.54,73.91,2384900,66.17
2010-02-26,72.39,72.74,71.59,72.55,1504200,64.95
2010-02-25,72.10,72.24,70.81,72.20,1651400,64.64
2010-02-24,71.83,72.74,71.71,72.60,1220500,65.00
2010-02-23,72.28,72.88,71.53,71.81,1747700,64.29
2010-02-22,72.62,72.97,71.74,72.57,1753900,64.97
2010-02-19,71.64,73.10,71.43,72.61,2474900,65.01
2010-02-18,69.86,71.99,69.59,71.78,2692800,64.26
2010-02-17,69.76,70.10,69.10,70.10,2284400,62.76
2010-02-16,68.37,69.85,68.13,69.85,2745100,62.54
2010-02-12,67.33,68.28,66.38,67.95,2433400,60.83
2010-02-11,67.46,67.85,66.55,67.80,2978000,60.70
2010-02-10,68.05,68.34,67.42,67.64,2704100,60.56
2010-02-09,66.95,68.56,66.55,68.04,2008500,60.92
2010-02-08,66.72,67.53,65.91,66.35,2017100,59.40
2010-02-05,68.07,68.38,65.30,66.66,4387600,59.68
2010-02-04,69.64,69.98,68.06,68.16,2995400,61.02
2010-02-03,69.82,70.39,69.51,70.12,1902400,62.78
2010-02-02,69.43,70.21,68.66,70.03,3599700,62.70
2010-02-01,67.22,69.58,66.79,69.43,3613300,62.16
2010-01-29,67.41,67.73,66.72,66.85,2268400,59.85
2010-01-28,67.61,68.25,67.04,67.60,1839000,60.52
2010-01-27,68.75,68.75,65.92,67.23,3839500,60.19
2010-01-26,67.57,69.40,67.43,68.72,2618400,61.52
2010-01-25,68.68,69.04,67.85,67.86,1781100,60.75
2010-01-22,68.10,68.77,66.94,67.02,1868300,60.00
2010-01-21,69.27,69.72,67.73,68.14,1984500,61.00
2010-01-20,70.12,70.29,68.35,69.36,2193500,62.10
2010-01-19,70.49,70.83,70.02,70.69,1498700,63.29
2010-01-15,71.08,71.08,69.85,70.61,1829400,63.22
2010-01-14,70.87,71.24,70.31,71.10,2332600,63.66
2010-01-13,70.17,71.49,69.96,71.07,1797800,63.63
2010-01-12,70.27,70.65,69.85,70.30,1677200,62.60
2010-01-11,69.83,70.75,69.66,70.73,1508400,62.98
2010-01-08,69.43,69.70,68.91,69.44,1582000,61.83
2010-01-07,69.09,69.50,68.73,69.44,1262300,61.83
2010-01-06,69.03,69.36,68.75,69.24,1149700,61.65
2010-01-05,69.29,69.78,68.81,69.30,1535400,61.71
2010-01-04,68.51,69.19,68.17,69.19,1198500,61.61
2009-12-31,68.89,68.97,68.10,68.17,1215100,60.70
2009-12-30,68.53,68.93,68.31,68.70,827100,61.17
2009-12-29,68.88,69.11,68.52,68.55,919200,61.04
2009-12-28,68.51,68.94,68.27,68.57,715700,61.06
2009-12-24,68.15,68.47,68.03,68.34,446900,60.85
2009-12-23,68.40,68.65,67.76,68.20,1143500,60.73
2009-12-22,68.59,68.95,68.03,68.20,1328800,60.73
2009-12-21,68.51,69.07,68.39,68.59,1106800,61.08
2009-12-18,68.78,68.93,67.75,68.24,2328100,60.76
2009-12-17,69.05,69.32,68.40,68.51,1242100,61.00
2009-12-16,69.82,70.04,68.85,69.45,2095100,61.84
2009-12-15,70.40,70.58,69.48,69.67,2158600,62.04
2009-12-14,69.32,70.84,69.21,70.66,2569600,62.92
2009-12-11,68.05,69.17,68.01,69.01,1508400,61.45
2009-12-10,68.02,68.68,67.86,68.01,1070500,60.56
2009-12-09,67.96,67.96,66.94,67.90,1860300,60.46
2009-12-08,67.61,68.15,66.83,67.82,1959400,60.39
2009-12-07,67.55,68.21,67.49,67.88,1107600,60.44
2009-12-04,67.16,68.43,66.76,67.54,1717500,60.14
2009-12-03,67.36,67.73,66.68,66.78,1399700,59.46
2009-12-02,67.29,67.73,66.84,67.09,1893200,59.74
2009-12-01,66.49,67.46,66.23,67.14,1850300,59.78
2009-11-30,67.25,67.25,65.46,65.90,2847000,58.68
2009-11-27,66.95,67.54,66.19,67.08,1064700,59.73
2009-11-25,67.45,68.30,66.88,68.13,1584600,60.67
2009-11-24,67.42,67.52,66.75,67.32,1314700,59.95
2009-11-23,66.87,67.70,66.77,67.52,1171300,60.12
2009-11-20,66.23,66.70,65.96,66.47,1860200,59.19
2009-11-19,67.15,67.15,65.84,66.38,1667700,59.11
2009-11-18,67.92,68.06,67.10,67.34,1481300,59.96
2009-11-17,68.26,68.26,67.59,67.94,1040200,60.50
2009-11-16,67.86,68.74,67.64,68.21,2088200,60.74
2009-11-13,66.77,68.00,66.58,67.68,1257200,60.27
2009-11-12,66.83,67.72,66.54,66.72,1202500,59.41
2009-11-11,66.90,67.52,66.80,66.97,1637300,59.63
2009-11-10,67.04,67.59,66.38,66.56,1868700,59.27
2009-11-09,65.90,67.41,65.82,67.31,1702300,59.94
2009-11-06,65.25,65.82,64.77,65.58,1677800,58.40
2009-11-05,64.06,65.92,64.06,65.39,2114000,58.23
2009-11-04,64.13,65.15,63.36,63.85,3386000,56.86
2009-11-03,62.98,63.17,62.19,62.55,2254000,55.70
2009-11-02,62.71,63.75,62.52,63.02,1870400,56.12
2009-10-30,63.43,64.17,62.60,62.70,3082200,55.83
2009-10-29,64.56,64.86,62.78,63.65,3213500,56.68
2009-10-28,64.98,65.93,64.22,64.30,3720600,57.26
2009-10-27,66.05,67.08,65.69,65.78,2714000,58.57
2009-10-26,66.66,67.72,65.82,65.96,2450600,58.73
2009-10-23,67.99,67.99,66.21,66.60,1698600,59.30
2009-10-22,66.75,67.82,66.65,67.75,1852900,60.33
2009-10-21,67.68,68.40,66.62,66.70,1712700,59.39
2009-10-20,68.32,68.37,67.04,67.63,2589200,60.22
2009-10-19,67.90,68.84,67.67,68.70,2084000,61.17
2009-10-16,67.02,67.90,66.53,67.75,2483800,60.33
2009-10-15,66.76,67.44,66.54,67.32,1876600,59.95
2009-10-14,66.29,67.04,65.67,66.85,1711600,59.53
2009-10-13,65.37,65.90,65.11,65.59,1487900,58.40
2009-10-12,66.27,66.47,65.26,65.61,1077700,58.42
2009-10-09,65.25,66.16,65.01,66.16,1397900,58.91
2009-10-08,65.98,66.08,65.00,65.28,2545700,58.13
2009-10-07,65.63,65.86,64.85,65.51,2513400,58.33
2009-10-06,65.12,66.05,65.00,65.92,2658700,58.36
2009-10-05,64.62,65.00,63.76,64.77,3003200,57.34
2009-10-02,62.78,63.30,62.63,63.08,2935400,55.85
2009-10-01,64.40,64.74,63.10,63.15,4136900,55.91
2009-09-30,65.32,65.32,63.46,64.60,3301400,57.19
2009-09-29,64.57,65.16,64.16,64.47,2097000,57.08
2009-09-28,64.11,64.83,63.64,64.54,2310100,57.14
2009-09-25,62.04,63.11,61.81,62.99,3269800,55.77
2009-09-24,63.41,63.41,61.93,62.28,2045200,55.14
2009-09-23,64.10,64.11,63.10,63.23,1951000,55.98
2009-09-22,63.87,64.24,63.49,63.86,2462100,56.54
2009-09-21,64.11,64.53,63.46,63.64,1936600,56.34
2009-09-18,64.58,64.85,63.88,64.61,2145200,57.20
2009-09-17,63.03,64.86,62.84,64.43,3226900,57.04
2009-09-16,63.25,63.31,62.19,63.29,2109200,56.03
2009-09-15,63.20,63.26,62.75,63.13,1536500,55.89
2009-09-14,63.20,63.20,62.43,63.10,2028200,55.86
2009-09-11,62.79,63.43,62.40,63.34,2066100,56.08
2009-09-10,62.30,62.73,61.42,62.53,2223700,55.36
2009-09-09,63.07,63.52,61.68,62.19,3066200,55.06
2009-09-08,61.02,63.22,60.85,62.91,5484500,55.70
2009-09-04,58.83,60.71,58.83,60.48,2680500,53.54
2009-09-03,58.40,58.83,57.36,58.80,2027600,52.06
2009-09-02,58.48,58.81,57.71,58.13,1838900,51.46
2009-09-01,59.15,59.73,58.11,58.60,1918700,51.88
2009-08-31,59.52,59.56,58.68,59.19,2078000,52.40
2009-08-28,60.17,60.17,59.34,59.77,2294100,52.92
2009-08-27,59.07,60.00,58.76,59.95,2480900,53.07
2009-08-26,58.74,58.86,57.87,58.73,2235400,51.99
2009-08-25,59.01,59.72,58.63,58.71,1903900,51.98
2009-08-24,58.78,58.98,58.33,58.74,1781400,52.00
2009-08-21,56.13,58.68,56.10,58.49,4204100,51.78
2009-08-20,55.68,56.05,55.39,55.81,2220100,49.41
2009-08-19,55.13,55.85,55.03,55.59,2130600,49.21
2009-08-18,55.09,55.75,54.87,55.38,1843900,49.03
2009-08-17,55.56,55.92,54.74,55.03,1709300,48.72
2009-08-14,56.98,57.22,55.83,56.24,1452200,49.79
2009-08-13,57.36,57.36,56.42,57.08,1879500,50.53
2009-08-12,56.05,57.69,55.84,57.13,2114700,50.58
2009-08-11,56.73,56.82,55.72,56.21,1350600,49.76
2009-08-10,57.22,57.49,56.45,56.81,1119700,50.29
2009-08-07,56.73,57.85,56.30,57.54,1811500,50.94
2009-08-06,56.33,56.67,55.67,56.44,1894000,49.97
2009-08-05,56.74,56.92,55.47,56.26,1924100,49.81
2009-08-04,55.92,56.61,55.63,56.50,1782400,50.02
2009-08-03,55.80,56.19,54.74,56.00,2207200,49.58
2009-07-31,55.21,55.94,54.77,55.39,2523700,49.04
2009-07-30,55.18,55.86,54.70,55.13,3081900,48.81
2009-07-29,53.54,54.90,53.00,54.55,3762300,48.29
2009-07-28,51.64,53.85,51.64,53.74,4056200,47.58
2009-07-27,51.90,52.49,49.85,51.89,7045600,45.94
2009-07-24,53.56,53.66,52.28,52.49,2811000,46.47
2009-07-23,54.17,54.32,53.06,53.71,3188200,47.55
2009-07-22,54.40,54.60,53.78,54.00,2220600,47.81
2009-07-21,54.88,54.88,53.78,54.55,2301200,48.29
2009-07-20,53.89,54.51,53.23,54.47,1516300,48.22
2009-07-17,54.57,54.88,53.31,53.56,2331000,47.42
2009-07-16,54.10,55.00,54.02,54.76,2227800,48.48
2009-07-15,53.53,54.18,53.32,54.14,1647800,47.93
2009-07-14,52.46,53.29,51.99,53.10,2188500,47.01
2009-07-13,51.61,52.34,50.83,52.29,2474800,46.29
2009-07-10,51.39,52.06,51.21,51.59,1928900,45.67
2009-07-09,51.97,52.21,51.32,51.54,1995500,45.63
2009-07-08,52.14,52.68,51.49,51.91,2331400,45.96
2009-07-07,53.72,53.94,51.96,52.06,2489200,46.09
2009-07-06,53.50,53.98,53.18,53.93,1866200,47.75
2009-07-02,55.40,55.43,53.62,53.62,2066800,47.47
2009-07-01,55.63,56.23,55.36,55.68,1995000,49.29
2009-06-30,56.75,56.85,55.15,55.39,2412100,49.04
2009-06-29,55.51,57.24,55.27,57.00,2972200,50.13
2009-06-26,55.76,55.97,55.10,55.46,4419500,48.77
2009-06-25,54.78,56.17,54.61,55.82,2511100,49.09
2009-06-24,56.17,56.45,54.32,54.54,2653500,47.96
2009-06-23,57.07,57.28,55.77,55.99,2377300,49.24
2009-06-22,58.42,58.42,57.25,57.45,2689900,50.52
2009-06-19,58.53,59.36,58.20,58.74,3212500,51.66
2009-06-18,57.73,58.54,57.43,58.21,1646700,51.19
2009-06-17,57.31,58.04,56.97,57.62,1456300,50.67
2009-06-16,58.26,58.47,57.40,57.46,1850600,50.53
2009-06-15,59.05,59.12,57.58,58.08,1912300,51.08
2009-06-12,59.17,60.03,58.63,59.76,1535800,52.55
2009-06-11,58.98,60.24,58.98,59.29,2023300,52.14
2009-06-10,59.80,60.04,57.82,59.04,2035400,51.92
2009-06-09,60.40,60.66,58.99,59.25,2818000,52.11
2009-06-08,60.03,61.06,59.42,60.46,2286100,53.17
2009-06-05,59.39,61.12,59.39,60.45,2769000,53.16
2009-06-04,58.39,59.24,57.98,59.10,2028200,51.97
2009-06-03,59.80,59.97,58.00,58.59,2301000,51.52
2009-06-02,59.28,60.30,59.17,59.98,2116600,52.75
2009-06-01,57.28,59.45,57.27,59.31,2066200,52.16
2009-05-29,57.01,57.44,55.91,56.90,2361900,50.04
2009-05-28,56.22,57.33,55.22,57.04,2343400,50.16
2009-05-27,56.37,56.94,55.69,55.72,2241900,49.00
2009-05-26,55.47,56.85,55.25,56.27,4603800,49.48
2009-05-22,55.79,56.40,55.15,55.70,1830100,48.98
2009-05-21,56.69,56.69,54.92,55.70,2200100,48.98
2009-05-20,57.16,57.96,56.91,57.17,2543300,50.28
2009-05-19,55.60,57.32,55.55,56.87,2932700,50.01
2009-05-18,54.95,55.51,54.18,55.46,3297300,48.77
2009-05-15,55.84,56.25,54.73,55.01,3488900,48.38
2009-05-14,55.31,56.07,55.01,55.84,3105100,49.11
2009-05-13,55.06,55.37,53.51,55.30,3482200,48.63
2009-05-12,54.43,55.54,53.67,55.30,2463500,48.63
2009-05-11,55.12,55.79,54.06,54.13,2537300,47.60
2009-05-08,54.27,55.94,53.87,55.88,3274600,49.14
2009-05-07,54.53,54.84,53.19,53.66,3312400,47.19
2009-05-06,53.78,54.32,53.23,54.24,2152000,47.70
2009-05-05,53.97,54.15,53.05,53.62,2152600,47.15
2009-05-04,52.31,54.09,52.31,54.00,2900100,47.49
2009-05-01,52.02,52.78,51.26,52.38,3303600,46.06
2009-04-30,53.51,53.80,51.48,51.67,4642200,45.44
2009-04-29,52.79,54.34,52.01,53.34,4211400,46.91
2009-04-28,50.69,51.12,50.00,50.61,2500300,44.51
2009-04-27,49.82,52.62,49.42,51.28,4047700,45.10
2009-04-24,49.81,49.81,48.50,49.18,3371800,43.25
2009-04-23,48.50,49.50,47.61,49.50,4639700,43.53
2009-04-22,46.88,49.25,46.88,48.23,4100900,42.41
2009-04-21,45.26,46.59,45.06,46.47,4226800,40.87
2009-04-20,46.00,46.00,44.83,45.37,3543700,39.90
2009-04-17,45.75,46.80,45.32,46.55,4076800,40.94
2009-04-16,44.63,45.79,44.04,45.54,3139900,40.05
2009-04-15,43.82,44.39,43.37,44.30,2300400,38.96
2009-04-14,43.71,44.16,43.11,43.93,2654100,38.63
2009-04-13,44.52,44.68,43.62,44.01,2898800,38.70
2009-04-09,44.84,45.10,44.36,44.94,3582700,39.52
2009-04-08,43.61,44.15,43.29,44.00,2675400,38.69
2009-04-07,44.97,45.78,43.19,43.55,4316100,38.30
2009-04-06,42.71,45.91,42.30,45.56,5881100,39.73
2009-04-03,42.96,43.31,41.86,42.66,3408000,37.20
2009-04-02,42.89,44.15,42.62,43.12,4052900,37.60
2009-04-01,41.20,42.33,40.78,42.19,3398600,36.79
2009-03-31,42.68,42.72,41.51,41.59,4799700,36.27
2009-03-30,42.23,42.56,41.24,42.34,5585200,36.92
2009-03-27,42.63,43.45,42.22,43.12,4652500,37.60
2009-03-26,40.72,43.13,40.40,43.07,4874100,37.56
2009-03-25,40.10,41.17,39.42,40.31,3685700,35.15
2009-03-24,39.29,40.17,39.18,39.50,4206500,34.45
2009-03-23,38.05,39.67,38.05,39.64,4359900,34.57
2009-03-20,37.89,38.42,37.31,37.65,4414000,32.83
2009-03-19,39.37,39.73,37.28,37.86,5653100,33.02
2009-03-18,39.40,40.09,37.96,39.22,4463000,34.20
2009-03-17,39.21,39.57,38.26,39.55,3406500,34.49
2009-03-16,37.95,40.26,37.66,39.05,4302700,34.05
2009-03-13,37.81,38.17,37.28,37.60,3967800,32.79
2009-03-12,36.51,37.81,35.91,37.57,4211400,32.76
2009-03-11,37.77,38.07,35.85,36.41,4446000,31.75
2009-03-10,36.85,37.73,36.13,37.60,4291700,32.79
2009-03-09,36.06,36.65,35.81,36.31,5291800,31.67
2009-03-06,36.99,38.00,35.28,36.49,7498500,31.82
2009-03-05,37.50,39.41,36.98,37.38,10657700,32.60
2009-03-04,40.31,40.61,39.56,40.22,7107100,35.08
2009-03-03,41.47,41.78,39.76,39.83,4875200,34.73
2009-03-02,42.94,42.94,40.94,41.05,5063400,35.80
2009-02-27,44.96,45.13,43.76,43.82,3566000,38.21
2009-02-26,47.09,47.20,45.39,45.68,2867600,39.84
2009-02-25,48.87,48.87,46.31,46.54,5078500,40.59
2009-02-24,49.24,49.47,47.85,49.02,3933900,42.75
2009-02-23,51.21,51.21,48.81,48.94,2218900,42.68
2009-02-20,51.22,51.64,49.92,50.82,4080700,44.32
2009-02-19,52.29,52.93,51.73,51.87,3040100,45.23
2009-02-18,53.11,53.11,51.90,51.96,2690900,45.31
2009-02-17,53.66,53.66,51.86,52.88,3103700,46.12
2009-02-13,53.80,55.37,53.64,54.49,2037100,47.52
2009-02-12,53.05,53.90,52.01,53.83,3510000,46.94
2009-02-11,54.83,55.10,53.36,53.89,2834900,47.00
2009-02-10,56.11,56.75,54.08,54.44,2631700,47.48
2009-02-09,56.96,57.54,56.35,56.75,2447200,49.49
2009-02-06,56.01,57.44,55.96,57.21,3254000,49.89
2009-02-05,54.56,56.82,54.56,56.23,2357900,49.04
2009-02-04,55.35,56.39,54.80,55.05,2466600,48.01
2009-02-03,55.79,55.97,54.13,55.30,3514100,48.23
2009-02-02,55.99,56.00,54.53,55.29,2578100,48.22
2009-01-30,58.50,58.88,56.18,56.73,2683800,49.47
2009-01-29,58.84,59.14,57.11,58.24,5189100,50.79
2009-01-28,59.32,61.38,58.56,60.01,5319200,52.33
2009-01-27,54.99,56.53,54.80,55.72,2636400,48.59
2009-01-26,52.97,54.84,52.79,54.60,3338600,47.62
2009-01-23,52.93,53.99,51.95,53.32,2162700,46.50
2009-01-22,53.55,54.37,52.68,53.88,2827300,46.99
2009-01-21,52.64,54.21,51.92,54.01,2481900,47.10
2009-01-20,54.25,54.73,52.06,52.20,4021700,45.52
2009-01-16,53.65,54.99,53.21,54.59,2954400,47.61
2009-01-15,54.61,55.18,51.49,53.06,3953200,46.27
2009-01-14,54.48,55.31,53.89,54.47,4076200,47.50
2009-01-13,57.61,57.61,54.75,55.10,4161200,47.75
2009-01-12,57.92,58.41,57.28,57.68,1806900,49.98
2009-01-09,57.72,58.95,57.33,57.92,1761400,50.19
2009-01-08,58.47,59.27,57.65,59.21,1929400,51.31
2009-01-07,60.67,60.67,58.36,58.83,1751200,50.98
2009-01-06,61.46,61.46,59.74,61.23,2256400,53.06
2009-01-05,59.38,60.18,58.89,59.74,1467200,51.77
2009-01-02,57.76,59.87,57.19,59.76,1649100,51.78
