Date,Open,High,Low,Close,Volume,Adj Close
2010-06-30,50.46,52.14,49.85,50.09,2542500,48.27
2010-06-29,52.12,52.46,49.85,50.44,5383600,48.61
2010-06-28,55.99,55.99,53.73,54.08,2727300,52.11
2010-06-25,55.17,56.18,53.75,55.94,2672700,53.91
2010-06-24,55.39,55.39,53.93,54.66,2785300,52.67
2010-06-23,56.05,56.26,54.10,55.63,2028900,53.61
2010-06-22,56.88,57.69,55.27,55.36,2149700,53.35
2010-06-21,57.34,58.56,56.00,56.44,2982600,54.39
2010-06-18,55.60,56.03,54.92,55.64,2417700,53.62
2010-06-17,57.10,57.56,54.71,55.46,3403000,53.44
2010-06-16,55.90,57.45,55.79,56.96,2040300,54.89
2010-06-15,56.00,57.53,55.89,57.32,2016300,55.24
2010-06-14,56.06,57.34,55.10,55.33,3815500,53.32
2010-06-11,53.70,55.50,53.50,54.57,2663500,52.59
2010-06-10,53.20,54.83,53.02,54.81,2754700,52.82
2010-06-09,51.08,53.36,50.89,51.32,3440400,49.45
2010-06-08,48.78,50.50,48.63,50.38,3205400,48.55
2010-06-07,51.32,51.72,48.81,48.98,3431000,47.20
2010-06-04,52.40,54.60,50.51,50.71,5817200,48.87
2010-06-03,56.05,57.69,52.55,53.81,9447200,51.85
2010-06-02,50.34,52.68,49.50,52.45,3585300,50.54
2010-06-01,49.80,51.48,48.40,48.44,3261900,46.51
2010-05-28,52.46,52.79,50.11,51.00,1886100,48.97
2010-05-27,51.98,53.00,51.40,52.58,1924800,50.49
2010-05-26,49.83,53.08,49.45,49.87,4461900,47.88
2010-05-25,45.21,49.00,44.71,48.70,2687900,46.76
2010-05-24,48.75,49.10,47.58,47.63,1849900,45.73
2010-05-21,44.72,48.83,44.25,48.77,3953300,46.83
2010-05-20,46.11,47.70,44.78,45.76,4147000,43.94
2010-05-19,48.86,49.09,45.78,48.10,3842500,46.18
2010-05-18,50.81,51.68,49.31,49.66,2477400,47.68
2010-05-17,52.22,53.34,48.58,49.82,3050800,47.84
2010-05-14,53.54,53.72,49.71,52.03,3998100,49.96
2010-05-13,54.47,55.85,54.00,54.47,1745800,52.30
2010-05-12,53.41,54.96,53.17,54.82,1972700,52.64
2010-05-11,52.14,53.99,51.65,53.32,2651100,51.20
2010-05-10,53.00,53.77,45.36,53.28,2977500,51.16
2010-05-07,51.16,51.91,48.29,49.53,3772000,47.56
2010-05-06,53.35,54.00,46.27,51.36,3555600,49.31
2010-05-05,52.34,55.65,50.49,54.00,4078700,51.85
2010-05-04,55.74,55.90,53.11,54.10,3474500,51.95
2010-05-03,57.02,57.49,54.79,57.05,2989600,54.78
2010-04-30,61.50,61.97,56.79,56.80,3395900,54.54
2010-04-29,61.49,61.70,60.29,61.48,2110700,59.03
2010-04-28,61.18,62.25,60.40,60.92,2399300,58.49
2010-04-27,63.41,63.48,60.25,60.54,2795200,58.13
2010-04-26,62.29,64.79,62.20,63.70,3677000,61.16
2010-04-23,60.07,61.72,59.88,61.45,3474100,59.00
2010-04-22,59.47,61.73,58.83,61.54,2060400,59.09
2010-04-21,60.91,60.95,59.21,60.50,1612000,58.09
2010-04-20,60.32,61.49,60.18,60.86,2169100,58.44
2010-04-19,60.00,61.09,58.21,59.58,3169800,57.21
2010-04-16,63.04,63.31,59.41,60.48,4716100,58.07
2010-04-15,63.73,65.93,63.33,63.45,3862300,60.92
2010-04-14,61.90,63.82,61.24,63.70,3020900,61.16
2010-04-13,61.50,62.57,60.76,61.25,2371300,58.81
2010-04-12,61.68,62.92,60.51,61.54,3209000,59.09
2010-04-09,59.70,60.57,59.12,60.51,1730800,58.10
2010-04-08,58.61,59.30,57.66,59.18,1788400,56.82
2010-04-07,60.40,60.67,58.58,59.01,2333000,56.66
2010-04-06,60.67,61.04,59.91,60.74,1719100,58.32
2010-04-05,59.21,60.75,59.14,60.70,1945600,58.28
2010-04-01,57.60,58.90,57.49,58.52,2280000,56.19
2010-03-31,58.00,58.25,56.51,56.59,2419500,54.34
2010-03-30,58.23,58.69,57.66,58.43,1648800,56.10
2010-03-29,57.79,58.59,57.65,58.08,2587500,55.77
2010-03-26,56.98,58.07,56.33,57.09,2062200,54.82
2010-03-25,58.47,59.19,56.80,56.87,2256900,54.61
2010-03-24,57.70,58.74,57.57,57.77,2475900,55.47
2010-03-23,56.37,58.35,56.00,58.16,3316000,55.84
2010-03-22,54.21,56.36,54.11,56.22,2832700,53.98
2010-03-19,56.27,56.75,54.42,55.00,3583700,52.81
2010-03-18,56.85,57.17,55.57,56.49,2400000,54.24
2010-03-17,57.89,58.32,56.91,57.04,2801100,54.77
2010-03-16,57.02,57.86,56.88,57.83,1730300,55.53
2010-03-15,57.01,57.39,56.07,56.90,2902400,54.63
2010-03-12,57.63,58.24,57.15,57.47,2136200,55.18
2010-03-11,56.85,57.53,55.91,57.44,2815700,55.15
2010-03-10,57.38,57.75,56.80,57.31,3332400,55.03
2010-03-09,55.65,57.39,55.45,56.83,3348000,54.57
2010-03-08,56.07,56.40,55.37,56.24,3501000,54.00
2010-03-05,55.00,56.00,54.81,55.85,2605700,53.63
2010-03-04,55.17,55.59,53.71,54.35,3160200,52.19
2010-03-03,54.02,56.39,53.62,54.51,8919800,52.34
2010-03-02,52.52,52.57,51.53,51.67,3576000,49.44
2010-03-01,51.35,52.00,51.20,51.90,4184900,49.66
2010-02-26,50.59,51.08,49.79,50.79,2925700,48.60
2010-02-25,48.62,50.38,47.55,50.23,2619800,48.07
2010-02-24,49.19,50.38,49.10,49.52,2576200,47.39
2010-02-23,49.68,50.34,47.88,48.70,3131500,46.60
2010-02-22,50.83,51.19,49.91,49.96,2859300,47.81
2010-02-19,50.26,50.80,49.29,50.20,4086000,48.04
2010-02-18,49.56,51.27,49.11,51.01,4275800,48.81
2010-02-17,51.12,51.70,49.53,49.86,4259400,47.71
2010-02-16,48.25,49.19,47.75,49.17,3155500,47.05
2010-02-12,46.63,47.53,45.71,47.28,2615600,45.24
2010-02-11,45.31,47.87,44.88,47.46,2730400,45.42
2010-02-10,45.81,46.19,44.71,45.29,1838000,43.34
2010-02-09,45.74,46.85,45.15,45.73,2696900,43.76
2010-02-08,44.86,45.82,43.82,44.51,2422700,42.59
2010-02-05,44.32,44.85,42.45,44.54,4708600,42.62
2010-02-04,46.79,46.86,44.35,44.47,4497000,42.55
2010-02-03,47.77,49.04,47.50,47.79,2936700,45.73
2010-02-02,47.54,48.20,46.25,48.08,3274500,46.01
2010-02-01,46.52,47.50,46.12,47.05,2848100,45.02
2010-01-29,47.41,48.98,45.47,45.74,4440600,43.77
2010-01-28,48.25,48.63,45.82,47.10,3744600,45.07
2010-01-27,47.10,48.17,46.30,48.06,5148200,45.99
2010-01-26,48.50,49.01,47.28,47.70,5860700,45.65
2010-01-25,50.70,50.90,48.55,48.68,4129300,46.58
2010-01-22,52.09,52.95,49.14,49.63,7993700,47.49
2010-01-21,57.70,57.70,53.22,54.05,6017300,51.72
2010-01-20,58.74,58.86,57.30,58.08,2259400,55.58
2010-01-19,58.23,60.32,58.06,59.93,2367900,57.35
2010-01-15,59.90,60.49,57.83,58.45,3136000,55.93
2010-01-14,60.58,60.94,59.80,60.08,2246000,57.49
2010-01-13,58.93,61.29,57.46,60.96,6637300,58.33
2010-01-12,58.38,58.38,56.78,57.20,3044200,54.74
2010-01-11,60.39,60.87,58.75,58.91,3735100,56.37
2010-01-08,57.22,60.00,57.22,59.76,4328200,57.19
2010-01-07,56.40,57.65,55.95,57.55,2492500,55.07
2010-01-06,56.69,57.56,56.07,56.74,2882100,54.30
2010-01-05,55.81,56.99,55.35,56.97,2631800,54.52
2010-01-04,52.53,56.00,52.53,55.96,4453000,53.55
2009-12-31,52.61,52.72,51.51,51.57,1490900,49.35
2009-12-30,52.23,52.89,51.80,52.53,2180800,50.27
2009-12-29,53.74,54.32,52.22,52.33,2673100,50.08
2009-12-28,54.48,54.60,53.39,53.67,1895200,51.36
2009-12-24,54.97,54.97,54.02,54.25,1022100,51.91
2009-12-23,54.25,54.84,53.25,54.56,1650000,52.21
2009-12-22,53.59,54.35,53.05,54.19,2344500,51.86
2009-12-21,52.43,53.66,51.89,53.50,3137400,51.20
2009-12-18,52.61,52.86,50.90,51.82,4485600,49.59
2009-12-17,53.04,53.82,52.36,52.49,2635200,50.23
2009-12-16,55.91,57.00,53.56,54.18,6258900,51.85
2009-12-15,54.30,56.32,54.22,55.37,3979700,52.98
2009-12-14,53.19,54.21,52.54,54.15,2076700,51.82
2009-12-11,52.43,52.65,51.71,52.32,1203700,50.07
2009-12-10,52.38,53.10,51.79,52.14,1838500,49.89
2009-12-09,51.00,52.25,50.08,52.12,2176600,49.87
2009-12-08,51.85,51.92,50.69,50.88,3101200,48.69
2009-12-07,52.68,53.63,52.40,52.81,2102900,50.54
2009-12-04,54.83,55.00,52.00,53.00,2644900,50.72
2009-12-03,54.27,54.98,53.36,53.42,1982100,51.12
2009-12-02,54.95,55.50,53.08,53.80,3036400,51.48
2009-12-01,54.60,55.60,54.11,55.18,3245200,52.64
2009-11-30,53.39,53.81,52.57,53.54,3011300,51.07
2009-11-27,52.65,54.65,52.25,53.52,1591000,51.05
2009-11-25,54.15,55.60,53.24,55.44,2360600,52.88
2009-11-24,53.71,53.78,52.42,53.42,2864100,50.96
2009-11-23,55.50,56.20,53.22,53.61,3030400,51.14
2009-11-20,54.16,54.57,53.02,54.03,2163800,51.54
2009-11-19,55.33,55.55,53.60,54.86,3076200,52.33
2009-11-18,56.91,56.98,55.62,56.00,2808200,53.42
2009-11-17,57.34,57.64,55.86,56.85,4096700,54.23
2009-11-16,57.64,59.27,57.30,58.84,3474500,56.13
2009-11-13,55.19,56.90,55.00,56.78,2490200,54.16
2009-11-12,56.92,56.94,54.61,54.79,3047100,52.26
2009-11-11,57.30,57.98,56.39,57.16,2929500,54.52
2009-11-10,56.51,57.70,55.32,56.16,3407700,53.57
2009-11-09,55.02,57.30,55.00,56.97,3792800,54.34
2009-11-06,54.08,55.67,53.52,54.10,3148200,51.61
2009-11-05,52.65,55.18,52.32,55.17,3571000,52.63
2009-11-04,54.16,54.55,51.58,51.81,4586500,49.42
2009-11-03,51.20,53.63,50.51,53.41,3613900,50.95
2009-11-02,51.06,52.81,49.98,51.74,4080200,49.35
2009-10-30,53.05,53.42,49.93,50.41,4359900,48.09
2009-10-29,51.68,53.83,51.55,53.43,3160400,50.97
2009-10-28,53.46,54.11,50.81,50.93,3965500,48.58
2009-10-27,55.10,55.92,53.25,53.52,3874600,51.05
2009-10-26,56.55,57.89,54.69,55.11,3731900,52.57
2009-10-23,57.48,59.30,56.41,56.55,5894700,53.94
2009-10-22,54.95,55.69,53.31,55.40,3811300,52.85
2009-10-21,54.43,56.94,53.70,55.25,3611300,52.70
2009-10-20,56.67,56.89,53.12,54.71,4389200,52.19
2009-10-19,52.81,55.30,52.56,55.02,4484000,52.48
2009-10-16,51.83,52.47,50.73,52.04,2096200,49.64
2009-10-15,51.74,52.53,50.97,52.24,3066400,49.83
2009-10-14,50.57,52.42,49.84,52.22,4187000,49.81
2009-10-13,49.66,49.75,48.81,49.52,4426600,47.24
2009-10-12,51.69,52.19,50.44,50.56,2604700,48.23
2009-10-09,50.33,51.30,49.74,51.30,2177700,48.93
2009-10-08,49.66,51.29,48.81,50.68,4669600,48.34
2009-10-07,48.16,48.98,47.76,48.86,2129300,46.61
2009-10-06,48.70,49.50,47.10,48.43,3722900,46.20
2009-10-05,45.76,47.64,45.70,47.48,3392800,45.29
2009-10-02,44.96,46.15,43.80,45.16,3668500,43.08
2009-10-01,48.39,48.47,46.19,46.25,3692200,44.12
2009-09-30,49.85,50.58,47.83,48.94,3658800,46.68
2009-09-29,48.63,49.49,47.95,49.19,3700700,46.92
2009-09-28,46.60,48.44,46.10,48.41,3625200,46.18
2009-09-25,45.87,46.82,45.44,46.30,2459900,44.17
2009-09-24,48.21,48.25,45.53,46.33,3679400,44.19
2009-09-23,49.58,49.87,47.90,47.93,3641000,45.72
2009-09-22,48.23,49.87,48.13,49.54,3306600,47.26
2009-09-21,46.32,48.09,46.25,47.55,3593100,45.36
2009-09-18,48.67,48.68,46.55,47.45,3175200,45.26
2009-09-17,47.04,48.60,46.75,48.18,4797000,45.96
2009-09-16,46.05,47.87,46.05,46.99,5215100,44.82
2009-09-15,43.67,45.54,43.41,45.15,4743500,43.07
2009-09-14,40.78,43.32,40.59,43.29,4152700,41.29
2009-09-11,41.26,42.20,40.82,41.78,3841800,39.85
2009-09-10,39.98,41.03,39.35,40.97,3122700,39.08
2009-09-09,39.10,40.22,38.86,39.89,3818900,38.05
2009-09-08,38.69,39.34,38.31,39.27,4117100,37.46
2009-09-04,37.10,38.04,36.60,37.60,2690200,35.87
2009-09-03,36.10,36.90,35.32,36.86,4227500,35.16
2009-09-02,37.66,38.24,35.38,35.44,8686200,33.81
2009-09-01,38.27,40.11,37.30,37.31,4163500,35.42
2009-08-31,38.73,38.94,37.95,38.85,4139600,36.88
2009-08-28,39.95,40.19,38.65,39.34,1786600,37.35
2009-08-27,39.17,39.89,38.27,39.52,2083200,37.52
2009-08-26,40.22,40.25,39.00,39.44,1927800,37.45
2009-08-25,40.72,41.49,40.21,40.46,2823300,38.41
2009-08-24,40.25,41.15,39.88,40.14,2930900,38.11
2009-08-21,39.57,40.00,38.88,39.95,2866900,37.93
2009-08-20,39.23,39.35,38.18,38.81,3652900,36.85
2009-08-19,38.27,40.26,38.07,39.92,3194100,37.90
2009-08-18,38.35,39.47,38.22,39.35,2444900,37.36
2009-08-17,38.24,39.02,37.70,37.87,3420500,35.95
2009-08-14,42.05,42.20,39.80,40.47,4132700,38.42
2009-08-13,42.85,43.39,41.81,42.59,2767900,40.44
2009-08-12,41.24,42.76,40.27,42.09,3011200,39.96
2009-08-11,41.66,41.80,40.21,40.36,2937200,38.32
2009-08-10,42.00,42.87,42.00,42.51,2665000,40.36
2009-08-07,42.26,43.29,41.30,42.88,3158000,40.71
2009-08-06,40.99,41.50,39.60,41.00,3788200,38.93
2009-08-05,40.74,41.26,40.05,40.78,3593600,38.72
2009-08-04,38.17,40.78,38.09,40.25,4988100,38.21
2009-08-03,38.90,39.20,38.09,38.66,2372500,36.70
2009-07-31,36.51,37.70,36.23,37.18,2260200,35.30
2009-07-30,36.85,37.40,36.33,36.58,3124000,34.73
2009-07-29,36.61,36.69,35.46,35.73,2947300,33.92
2009-07-28,38.31,38.35,37.00,37.57,2624900,35.67
2009-07-27,38.40,39.28,38.10,39.04,2226800,37.07
2009-07-24,38.65,39.38,37.53,38.54,3036600,36.59
2009-07-23,37.25,40.00,37.02,40.00,4085200,37.98
2009-07-22,36.69,37.81,36.30,37.47,3951300,35.57
2009-07-21,38.89,38.99,36.03,36.81,4018200,34.95
2009-07-20,36.60,37.69,36.06,36.91,2526200,35.04
2009-07-17,35.60,36.61,35.24,35.92,2924700,34.10
2009-07-16,35.29,35.75,34.50,35.66,3703600,33.86
2009-07-15,33.71,34.98,33.38,34.44,2568400,32.70
2009-07-14,32.76,33.26,31.89,32.59,2141200,30.94
2009-07-13,31.41,32.62,30.41,32.61,2801200,30.96
2009-07-10,31.09,31.74,30.62,31.14,1992200,29.56
2009-07-09,32.40,32.72,31.45,31.56,2462900,29.96
2009-07-08,31.77,32.49,30.19,31.27,4288200,29.69
2009-07-07,33.89,33.93,32.11,32.19,2757500,30.56
2009-07-06,33.38,33.65,32.30,33.59,3434100,31.89
2009-07-02,35.16,35.32,34.25,34.33,3001700,32.59
2009-07-01,36.30,37.69,36.18,36.25,3020700,34.42
2009-06-30,36.77,37.21,35.25,35.72,3488800,33.91
2009-06-29,36.99,37.75,36.57,36.80,2848100,34.94
2009-06-26,36.85,37.03,35.89,36.55,2735700,34.70
2009-06-25,35.57,37.07,35.10,36.72,3737300,34.86
2009-06-24,35.50,37.96,35.50,36.28,7768600,34.44
2009-06-23,32.93,35.52,32.90,35.19,5246800,33.41
2009-06-22,35.94,35.94,32.90,32.94,4772200,31.27
2009-06-19,36.70,37.19,36.35,36.60,3210500,34.75
2009-06-18,36.12,36.64,34.82,36.11,3727200,34.28
2009-06-17,36.07,36.72,33.83,36.03,6606600,34.21
2009-06-16,38.26,39.28,35.88,36.36,6103600,34.52
2009-06-15,39.05,39.07,37.59,38.05,5227100,36.13
2009-06-12,40.50,40.62,39.78,40.38,3749900,38.34
2009-06-11,41.34,41.85,40.51,41.36,3539700,39.27
2009-06-10,42.00,42.25,40.31,41.27,5308100,39.18
2009-06-09,40.57,41.99,40.51,41.00,5512900,38.93
2009-06-08,39.98,39.98,38.04,39.81,5899500,37.80
2009-06-05,38.98,40.92,38.97,40.63,8304400,38.57
2009-06-04,36.70,38.59,36.64,38.36,6350300,36.42
2009-06-03,35.19,36.75,34.47,36.11,10812300,34.28
2009-06-02,36.74,37.83,35.31,35.60,5818300,33.63
2009-06-01,36.14,37.30,35.51,36.72,4696000,34.69
2009-05-29,33.95,35.05,33.62,34.47,4242800,32.57
2009-05-28,32.93,33.53,31.94,33.09,3164400,31.26
2009-05-27,32.31,34.25,31.76,32.68,5615800,30.87
2009-05-26,29.51,32.50,29.04,32.30,4709700,30.52
2009-05-22,29.71,30.20,28.95,29.23,1746000,27.62
2009-05-21,30.70,30.78,28.86,29.21,3400700,27.60
2009-05-20,31.40,33.13,31.11,31.34,3700500,29.61
2009-05-19,31.49,31.58,30.39,31.18,2765800,29.46
2009-05-18,28.30,30.79,28.30,30.79,2999600,29.09
2009-05-15,28.19,28.98,27.92,28.19,2301900,26.63
2009-05-14,26.90,28.80,26.75,28.18,2638000,26.62
2009-05-13,28.00,28.32,27.50,27.51,3125700,25.99
2009-05-12,30.16,30.19,28.00,29.08,2515300,27.47
2009-05-11,29.40,29.98,28.75,29.34,2801000,27.72
2009-05-08,29.44,30.65,28.41,30.56,4414700,28.87
2009-05-07,31.93,32.59,28.10,28.45,6427900,26.88
2009-05-06,30.49,32.13,30.11,31.49,4887900,29.75
2009-05-05,29.78,30.43,28.89,29.85,4324900,28.20
2009-05-04,28.50,30.36,28.50,30.07,6641900,28.41
2009-05-01,25.60,27.75,25.40,27.21,3862100,25.71
2009-04-30,25.10,26.46,24.95,25.50,5421900,24.09
2009-04-29,23.53,24.77,23.28,24.40,3535200,23.05
2009-04-28,23.52,23.72,22.85,23.12,2271000,21.84
2009-04-27,23.37,24.34,23.06,23.88,3467500,22.56
2009-04-24,23.98,24.91,23.51,23.75,4849600,22.44
2009-04-23,23.62,23.76,22.62,23.32,2466700,22.03
2009-04-22,22.82,24.55,22.67,23.61,4131500,22.31
2009-04-21,22.20,23.57,21.38,23.20,4010500,21.92
2009-04-20,23.36,23.65,22.32,22.68,2983100,21.43
2009-04-17,24.96,25.00,24.05,24.41,2629500,23.06
2009-04-16,24.65,25.27,23.93,25.04,3275900,23.66
2009-04-15,23.98,25.08,23.66,24.56,2831500,23.20
2009-04-14,24.58,25.85,24.02,24.27,2639400,22.93
2009-04-13,24.80,25.50,23.95,25.20,2664300,23.81
2009-04-09,23.19,25.38,23.16,25.07,4467500,23.68
2009-04-08,22.35,22.83,21.88,22.43,2785700,21.19
2009-04-07,23.46,23.46,22.10,22.32,2928700,21.09
2009-04-06,24.48,24.48,23.14,24.01,4104700,22.68
2009-04-03,22.96,24.28,22.58,24.01,3581400,22.68
2009-04-02,22.65,23.34,22.28,22.86,5218100,21.60
2009-04-01,20.73,21.85,20.29,21.57,4227400,20.38
2009-03-31,21.55,21.91,21.15,21.30,2474600,20.12
2009-03-30,22.17,22.17,20.60,21.16,4280200,19.99
2009-03-27,23.72,24.30,23.26,23.45,3755500,22.15
2009-03-26,23.28,24.36,23.28,24.26,5252100,22.92
2009-03-25,24.06,24.39,21.92,23.14,4731200,21.86
2009-03-24,23.82,24.68,23.18,24.01,4761800,22.68
2009-03-23,23.47,24.33,23.07,24.30,4105700,22.96
2009-03-20,23.38,24.00,21.71,22.20,4344800,20.97
2009-03-19,24.33,24.48,23.20,23.86,4984800,22.54
2009-03-18,21.07,23.42,21.07,23.30,6908700,22.01
2009-03-17,20.76,21.72,19.88,21.71,4433200,20.51
2009-03-16,20.88,21.75,20.53,20.78,4004900,19.63
2009-03-13,21.11,21.29,19.48,20.46,4278200,19.33
2009-03-12,19.74,20.74,19.30,20.66,4017400,19.52
2009-03-11,20.25,20.84,19.16,19.75,4388800,18.66
2009-03-10,18.76,20.00,18.56,19.64,5167800,18.55
2009-03-09,17.20,18.80,17.10,18.05,5879100,17.05
2009-03-06,16.91,17.88,16.91,17.58,9297400,16.61
2009-03-05,17.72,17.75,16.11,16.69,7025900,15.77
2009-03-04,17.17,18.52,16.85,17.55,13346900,16.58
2009-03-03,16.03,16.45,15.38,15.85,4892100,14.97
2009-03-02,17.03,17.17,15.53,15.75,6023000,14.71
2009-02-27,16.79,18.15,16.56,17.46,4190300,16.31
2009-02-26,17.78,18.26,17.22,17.24,3556100,16.11
2009-02-25,18.41,18.67,16.90,17.56,4177100,16.41
2009-02-24,17.01,18.55,16.50,18.41,5381000,17.20
2009-02-23,19.30,19.49,16.65,16.73,5308600,15.63
2009-02-20,19.08,19.33,17.70,18.96,5487500,17.71
2009-02-19,19.37,19.61,18.64,18.78,3012900,17.55
2009-02-18,19.36,19.88,18.39,19.02,4114600,17.77
2009-02-17,20.04,20.19,19.03,19.16,4019500,17.90
2009-02-13,21.10,21.96,20.93,21.03,2631000,19.65
2009-02-12,21.42,21.59,20.02,21.29,3908100,19.89
2009-02-11,22.39,23.55,21.35,22.02,3168400,20.57
2009-02-10,23.82,24.72,22.02,22.21,4606800,20.75
2009-02-09,23.89,24.96,23.50,24.13,3089100,22.54
2009-02-06,22.33,24.44,22.24,23.88,4484400,22.31
2009-02-05,20.62,22.25,20.39,22.16,4337900,20.70
2009-02-04,20.95,22.45,20.01,20.98,3561100,19.60
2009-02-03,20.53,20.94,20.21,20.86,2396800,19.49
2009-02-02,20.40,20.90,19.55,20.38,3227100,19.04
2009-01-30,21.67,22.21,20.41,20.83,3470000,19.46
2009-01-29,22.70,22.89,21.48,21.84,3351900,20.40
2009-01-28,22.00,24.04,21.90,23.09,5079200,21.57
2009-01-27,20.69,22.15,20.50,21.29,4038300,19.89
2009-01-26,20.64,21.30,19.85,20.29,4279000,18.96
2009-01-23,20.10,21.95,19.75,21.29,3567300,19.89
2009-01-22,22.01,22.35,20.58,20.97,4502700,19.59
2009-01-21,21.24,23.10,21.14,23.04,2529000,21.53
2009-01-20,22.85,23.30,21.04,21.33,3150200,19.93
2009-01-16,23.56,24.09,21.91,23.17,2307100,21.65
2009-01-15,23.07,23.53,21.62,22.99,2852100,21.48
2009-01-14,22.80,23.22,22.23,22.68,3022700,21.19
2009-01-13,22.55,23.82,22.50,23.63,2033900,22.08
2009-01-12,24.95,25.00,22.31,22.67,3007500,21.18
2009-01-09,25.74,25.90,24.25,24.96,2087500,23.32
2009-01-08,25.34,25.60,24.38,25.52,2463400,23.84
2009-01-07,26.27,27.21,25.18,25.32,3765200,23.66
2009-01-06,26.30,28.06,26.14,27.21,4266500,25.42
2009-01-05,25.33,26.38,24.31,25.65,3660100,23.96
2009-01-02,22.95,25.23,22.68,25.05,2774900,23.40
