Date,Open,High,Low,Close,Volume,Adj Close
2012-04-13,79.29,79.70,78.62,79.56,3945000,75.63
2012-04-12,78.94,79.61,78.74,79.42,4016100,75.49
2012-04-11,78.93,79.49,78.72,78.79,3998400,74.89
2012-04-10,78.93,79.05,78.03,78.33,4226800,74.46
2012-04-09,79.35,79.57,78.95,79.19,2386200,75.27
2012-04-05,79.50,80.25,79.32,80.18,2389200,76.22
2012-04-04,80.19,80.37,79.63,79.86,2629600,75.91
2012-04-03,80.79,80.79,79.94,80.52,2947100,76.54
2012-04-02,80.31,80.97,80.12,80.67,2979300,76.68
2012-03-30,80.23,80.80,80.01,80.72,3470100,76.73
2012-03-29,79.74,80.04,78.85,79.85,3231500,75.90
2012-03-28,80.21,80.42,79.45,80.04,3656600,76.08
2012-03-27,80.94,81.00,80.34,80.39,3059400,76.41
2012-03-26,80.26,80.84,80.26,80.57,3218600,76.59
2012-03-23,80.19,80.25,79.30,79.71,4198300,75.77
2012-03-22,79.72,80.44,79.48,80.28,3711800,76.31
2012-03-21,80.40,80.74,79.96,80.51,3846800,76.53
2012-03-20,80.35,80.72,79.95,80.39,5137500,76.41
2012-03-19,79.63,81.79,79.38,81.11,11886200,77.10
2012-03-16,78.93,79.13,78.40,78.41,4612000,74.53
2012-03-15,78.25,78.98,77.90,78.94,3956700,75.04
2012-03-14,78.33,78.45,78.01,78.24,3453000,74.37
2012-03-13,77.77,78.43,77.56,78.37,4442600,74.49
2012-03-12,77.39,77.79,77.12,77.69,3243400,73.85
2012-03-09,76.92,77.42,76.44,77.16,2954900,73.34
2012-03-08,76.28,76.89,76.04,76.72,3405400,72.93
2012-03-07,75.59,76.16,75.57,76.00,2552500,72.24
2012-03-06,75.69,76.22,75.38,75.61,3290300,71.87
2012-03-05,76.54,76.57,75.93,76.32,2102500,72.55
2012-03-02,76.09,77.00,76.09,76.54,1992900,72.76
2012-03-01,77.15,77.26,76.59,76.89,3659700,73.09
2012-02-29,76.86,77.10,76.33,76.99,4314300,73.18
2012-02-28,76.66,77.09,76.45,76.86,3209000,73.06
2012-02-27,76.34,77.14,75.84,76.77,3439000,72.97
2012-02-24,76.59,76.78,76.27,76.50,3575300,72.72
2012-02-23,76.00,76.79,75.79,76.64,3018200,72.85
2012-02-22,76.29,76.57,75.81,75.90,3284900,72.15
2012-02-21,76.96,77.09,76.06,76.40,3652400,72.62
2012-02-17,77.09,77.29,75.46,76.76,7105100,72.96
2012-02-16,76.20,76.86,76.06,76.76,3692400,72.96
2012-02-15,77.33,77.33,76.36,76.73,3424300,72.39
2012-02-14,77.03,77.22,76.65,77.11,2918600,72.75
2012-02-13,76.96,77.26,76.52,77.16,3115800,72.80
2012-02-10,76.10,76.76,75.97,76.69,3620600,72.36
2012-02-09,76.85,77.03,76.25,76.57,3848700,72.24
2012-02-08,77.18,77.30,76.75,76.92,3262300,72.57
2012-02-07,76.56,77.55,76.34,77.29,5027900,72.92
2012-02-06,76.53,77.04,76.53,76.92,3922300,72.57
2012-02-03,77.08,77.34,76.64,76.70,4149200,72.37
2012-02-02,76.98,77.16,76.27,76.38,3043100,72.06
2012-02-01,76.37,77.18,75.75,76.78,7305600,72.44
2012-01-31,76.54,76.93,74.84,75.65,6997700,71.38
2012-01-30,75.55,76.41,75.50,76.15,4318400,71.85
2012-01-27,75.89,76.51,75.62,76.04,4284000,71.74
2012-01-26,75.69,76.39,75.56,75.84,4011600,71.55
2012-01-25,74.76,75.75,74.60,75.62,4219800,71.35
2012-01-24,74.67,75.09,74.46,75.00,3577700,70.76
2012-01-23,75.45,75.49,74.68,75.13,3198600,70.88
2012-01-20,75.31,75.61,75.00,75.42,5051000,71.16
2012-01-19,74.97,75.58,74.97,75.31,4714100,71.05
2012-01-18,74.27,75.14,74.09,74.93,4578400,70.70
2012-01-17,74.64,74.75,73.90,74.20,4093200,70.01
2012-01-13,73.19,74.27,73.00,74.16,5020600,69.97
2012-01-12,74.41,74.96,74.41,74.74,2777700,70.52
2012-01-11,73.98,74.76,73.78,74.61,4047500,70.39
2012-01-10,73.97,74.74,73.30,74.19,3803700,70.00
2012-01-09,73.25,73.50,72.83,73.45,3959000,69.30
2012-01-06,73.13,73.94,73.05,73.48,3177500,69.33
2012-01-05,73.46,73.50,72.15,73.12,5064700,68.99
2012-01-04,73.93,74.37,73.52,73.84,3698900,69.67
2012-01-03,74.01,74.92,73.83,74.16,5152300,69.97
2011-12-30,73.55,73.75,73.11,73.19,1774600,69.05
2011-12-29,72.83,73.63,72.82,73.53,1926900,69.37
2011-12-28,73.48,73.54,72.50,72.73,2098500,68.62
2011-12-27,73.40,73.81,73.13,73.49,1337000,69.34
2011-12-23,73.15,73.48,72.91,73.47,1870500,69.32
2011-12-22,72.73,73.43,72.64,73.00,3819000,68.87
2011-12-21,72.75,72.92,71.91,72.47,3105800,68.37
2011-12-20,71.81,72.78,71.62,72.56,3615300,68.46
2011-12-19,71.99,72.31,70.55,70.80,3735400,66.80
2011-12-16,72.09,72.40,71.36,71.76,6937500,67.70
2011-12-15,71.72,72.24,71.38,71.55,6363900,67.51
2011-12-14,70.78,71.40,70.38,70.64,4714700,66.65
2011-12-13,72.05,72.46,70.66,71.05,5511200,67.04
2011-12-12,71.83,71.89,71.03,71.84,4156600,67.78
2011-12-09,72.38,72.64,71.76,72.45,3741900,68.36
2011-12-08,72.89,73.30,71.80,72.02,5756800,67.95
2011-12-07,71.72,73.66,71.50,73.31,7583000,69.17
2011-12-06,72.19,72.25,71.49,71.80,3468500,67.74
2011-12-05,71.94,72.44,71.51,71.95,4760000,67.88
2011-12-02,71.76,72.09,71.00,71.07,4107400,67.05
2011-12-01,71.57,71.73,71.00,71.13,3766300,67.11
2011-11-30,70.02,71.80,69.95,71.75,6995600,67.70
2011-11-29,68.60,69.12,68.34,68.41,3121300,64.54
2011-11-28,68.19,68.78,67.74,68.24,4618600,64.38
2011-11-25,66.52,67.15,66.46,66.46,1690700,62.70
2011-11-23,67.54,67.57,66.90,66.90,5294900,63.12
2011-11-22,68.20,68.75,67.84,68.04,3331300,64.20
2011-11-21,68.12,68.38,67.61,68.22,4399200,64.37
2011-11-18,69.30,69.47,68.80,69.14,3691500,65.23
2011-11-17,69.01,69.81,68.49,68.93,4913400,65.03
2011-11-16,70.06,70.22,69.14,69.31,4903900,65.39
2011-11-15,70.07,71.05,70.07,70.57,4446400,66.58
2011-11-14,70.43,70.78,69.89,70.25,3116100,66.28
2011-11-11,70.72,71.30,70.65,70.78,3051700,66.78
2011-11-10,69.93,70.33,69.42,69.88,4910100,65.93
2011-11-09,69.97,70.18,68.60,68.99,5680200,65.09
2011-11-08,70.65,71.67,70.37,71.55,4106500,67.02
2011-11-07,69.88,70.74,69.36,70.46,3150800,66.00
2011-11-04,70.06,70.19,69.02,69.99,4583400,65.56
2011-11-03,69.88,70.80,69.18,70.56,3802200,66.09
2011-11-02,69.47,70.00,68.73,69.35,3443700,64.96
2011-11-01,69.20,69.70,68.34,68.60,5585000,64.25
2011-10-31,70.73,71.21,70.22,70.24,3634400,65.79
2011-10-28,71.17,72.04,71.12,71.49,3817900,66.96
2011-10-27,70.77,72.00,70.34,71.55,5827200,67.02
2011-10-26,69.50,70.20,68.25,69.38,5992600,64.98
2011-10-25,69.30,70.00,68.22,69.35,6197000,64.96
2011-10-24,70.34,71.64,70.21,70.87,6009000,66.38
2011-10-21,69.86,70.71,69.51,70.06,7502600,65.62
2011-10-20,68.96,69.76,68.15,69.20,3581700,64.82
2011-10-19,69.30,69.71,68.51,68.82,3320800,64.46
2011-10-18,67.96,69.93,67.61,69.25,4269500,64.86
2011-10-17,68.54,69.20,67.79,68.01,3773300,63.70
2011-10-14,68.94,69.29,68.30,68.96,3865700,64.59
2011-10-13,68.01,68.40,67.75,68.09,3312000,63.78
2011-10-12,68.25,69.32,68.24,68.56,4852400,64.22
2011-10-11,67.43,68.15,67.26,67.95,2737400,63.64
2011-10-10,67.50,67.86,67.11,67.86,3491000,63.56
2011-10-07,66.95,67.00,65.51,66.26,5511000,62.06
2011-10-06,65.29,66.63,64.86,66.52,4255600,62.30
2011-10-05,64.11,65.87,63.95,65.57,6314100,61.42
2011-10-04,61.63,64.17,61.27,64.06,8300000,60.00
2011-10-03,63.11,64.16,62.21,62.22,6140400,58.28
2011-09-30,64.02,64.69,63.12,63.15,6157000,59.15
2011-09-29,64.17,64.68,63.51,64.67,5197500,60.57
2011-09-28,64.27,64.50,63.06,63.15,4261600,59.15
2011-09-27,64.76,65.19,63.68,64.01,5103800,59.95
2011-09-26,62.46,63.32,61.84,63.21,5466600,59.20
2011-09-23,61.89,62.53,61.12,62.00,9247700,58.07
2011-09-22,62.59,63.36,61.37,62.17,12778100,58.23
2011-09-21,66.10,66.10,64.31,64.34,6587200,60.26
2011-09-20,66.15,67.30,65.33,66.21,5804200,62.01
2011-09-19,65.55,66.00,64.71,65.80,6386200,61.63
2011-09-16,66.32,66.77,65.20,66.59,8253100,62.37
2011-09-15,67.03,67.49,65.69,66.18,7860700,61.99
2011-09-14,65.34,67.45,64.77,66.16,8365100,61.97
2011-09-13,63.93,65.26,63.90,64.67,6061100,60.57
2011-09-12,63.13,63.94,62.39,63.87,6720300,59.82
2011-09-09,64.25,64.78,63.61,64.22,6722200,60.15
2011-09-08,64.70,65.77,64.54,64.90,4822100,60.79
2011-09-07,65.27,65.41,64.38,64.99,7151300,60.87
2011-09-06,64.28,64.70,63.33,64.35,7391900,60.27
2011-09-02,66.00,66.20,65.28,65.61,5252000,61.45
2011-09-01,67.33,68.42,66.50,66.67,6335100,62.45
2011-08-31,67.74,68.54,67.00,67.39,5617100,63.12
2011-08-30,66.49,67.70,66.27,67.23,4477700,62.97
2011-08-29,65.37,66.95,65.37,66.73,4593200,62.50
2011-08-26,63.25,64.94,62.21,64.70,4754900,60.60
2011-08-25,64.96,65.19,63.37,63.66,5316800,59.63
2011-08-24,63.71,65.07,63.58,64.82,4596900,60.71
2011-08-23,62.20,63.93,61.87,63.84,5478800,59.79
2011-08-22,62.97,63.16,61.62,62.00,4648300,58.07
2011-08-19,61.54,63.08,61.53,61.70,6606800,57.79
2011-08-18,63.25,63.31,61.24,62.28,8434100,58.33
2011-08-17,65.42,66.06,64.53,65.08,5166600,60.47
2011-08-16,65.12,65.61,64.50,65.20,5874000,60.58
2011-08-15,65.85,65.96,64.95,65.88,4226200,61.21
2011-08-12,65.04,65.74,64.40,65.20,5740100,60.58
2011-08-11,62.51,65.95,62.03,64.72,11682900,60.13
2011-08-10,63.43,63.97,61.69,61.99,10562000,57.60
2011-08-09,62.13,64.21,60.74,64.10,13460000,59.56
2011-08-08,64.18,65.75,61.95,62.40,13977300,57.98
2011-08-05,66.17,66.97,64.40,65.69,10325100,61.04
2011-08-04,66.48,66.81,65.20,65.23,8060900,60.61
2011-08-03,66.40,67.49,66.05,67.26,6849000,62.49
2011-08-02,67.18,67.40,66.21,66.28,7928900,61.58
2011-08-01,69.86,69.86,67.00,67.62,8837400,62.83
2011-07-29,68.64,69.68,68.36,69.22,6237100,64.32
2011-07-28,70.21,70.60,68.97,69.14,7355600,64.24
2011-07-27,71.14,71.18,69.91,70.21,7097100,65.24
2011-07-26,72.34,72.39,69.62,71.59,12590500,66.52
2011-07-25,73.56,74.39,73.23,74.05,3452300,68.80
2011-07-22,74.24,74.67,73.96,74.16,2886800,68.91
2011-07-21,73.84,74.99,73.77,74.40,4600800,69.13
2011-07-20,73.47,73.74,73.15,73.52,2692300,68.31
2011-07-19,72.84,73.52,72.71,73.40,3096000,68.20
2011-07-18,72.91,73.00,72.14,72.42,3337600,67.29
2011-07-15,73.65,73.65,72.33,73.08,4210000,67.90
2011-07-14,73.41,74.02,72.96,73.36,3552200,68.16
2011-07-13,73.65,74.15,73.21,73.42,2704700,68.22
2011-07-12,73.50,74.07,73.17,73.25,3836900,68.06
2011-07-11,74.15,74.16,73.21,73.74,3704100,68.52
2011-07-08,74.79,74.95,74.13,74.57,4053100,69.29
2011-07-07,74.92,75.80,74.60,75.37,4707200,70.03
2011-07-06,73.75,74.98,73.73,74.50,4803500,69.22
2011-07-05,74.00,74.00,73.36,73.78,2834400,68.55
2011-07-01,73.09,74.12,72.90,73.96,3674300,68.72
2011-06-30,72.30,73.18,72.16,72.93,4070000,67.76
2011-06-29,72.36,72.48,71.56,71.98,3857200,66.88
2011-06-28,71.62,72.29,71.47,72.05,3440200,66.95
2011-06-27,71.15,71.61,70.86,71.44,2932700,66.38
2011-06-24,71.25,71.49,70.51,71.12,4743900,66.08
2011-06-23,70.19,71.53,70.11,71.32,5557400,66.27
2011-06-22,71.18,71.75,71.08,71.11,5037100,66.07
2011-06-21,69.78,70.87,69.70,70.65,4478600,65.64
2011-06-20,68.95,69.77,68.80,69.30,3058400,64.39
2011-06-17,69.64,69.83,69.17,69.17,5584200,64.27
2011-06-16,69.01,69.58,68.62,69.05,4450200,64.16
2011-06-15,68.79,69.30,68.48,69.11,5497300,64.21
2011-06-14,69.24,69.59,68.80,69.21,4270600,64.31
2011-06-13,68.46,68.88,68.27,68.46,4534800,63.61
2011-06-10,69.05,69.29,68.13,68.50,4866900,63.65
2011-06-09,69.56,69.71,69.25,69.29,4299600,64.38
2011-06-08,69.46,69.81,69.02,69.26,4896600,64.35
2011-06-07,70.35,70.54,69.69,69.75,4596400,64.81
2011-06-06,70.94,71.17,70.12,70.36,3988800,65.38
2011-06-03,71.76,71.76,70.84,71.15,5370200,66.11
2011-06-02,72.60,72.99,71.87,72.32,4694800,67.20
2011-06-01,73.51,73.68,72.26,72.30,6098900,67.18
2011-05-31,73.27,73.83,73.14,73.49,4642000,68.28
2011-05-27,73.34,73.42,72.74,72.96,2702200,67.79
2011-05-26,72.60,73.30,72.29,72.97,4098800,67.80
2011-05-25,72.80,73.04,72.59,72.80,4145200,67.64
2011-05-24,73.55,73.58,72.71,72.91,3790300,67.74
2011-05-23,73.37,73.65,72.70,73.50,4397400,68.29
2011-05-20,74.07,74.39,73.95,74.05,4704800,68.80
2011-05-19,74.00,74.65,73.96,74.30,3354900,69.04
2011-05-18,73.41,74.06,72.93,73.84,3114300,68.61
2011-05-17,73.59,73.74,73.02,73.42,4723300,68.22
2011-05-16,74.00,74.30,73.63,73.80,3810400,68.57
2011-05-13,74.43,74.71,73.79,74.14,3773000,68.89
2011-05-12,74.28,74.43,73.69,74.34,3793500,69.07
2011-05-11,74.50,74.95,74.22,74.65,4816300,68.88
2011-05-10,73.86,74.71,73.86,74.37,2871700,68.62
2011-05-09,74.01,74.06,73.58,73.70,3403200,68.00
2011-05-06,74.90,74.95,74.00,74.10,3976200,68.37
2011-05-05,73.75,74.93,73.58,73.96,5406300,68.24
2011-05-04,74.97,75.24,73.74,74.25,4214700,68.51
2011-05-03,74.66,75.24,74.50,75.09,3481700,69.28
2011-05-02,75.34,75.58,74.50,74.87,2452700,69.08
2011-04-29,74.85,75.34,74.62,74.97,4400000,69.17
2011-04-28,73.99,74.99,73.99,74.81,2885200,69.03
2011-04-27,74.64,74.65,73.68,74.27,3410700,68.53
2011-04-26,74.92,75.00,74.04,74.30,4294800,68.56
2011-04-25,73.08,74.09,72.82,73.64,3831100,67.95
2011-04-21,72.98,73.50,72.78,73.17,2613600,67.51
2011-04-20,72.75,73.42,72.39,72.71,3003300,67.09
2011-04-19,71.85,72.15,71.69,71.98,2705300,66.41
2011-04-18,71.81,72.04,71.48,71.92,3448700,66.36
2011-04-15,72.60,72.96,72.35,72.71,3606700,67.09
2011-04-14,72.29,72.97,72.12,72.41,3412500,66.81
2011-04-13,73.46,73.52,72.32,72.61,3639300,67.00
2011-04-12,72.76,73.85,72.76,73.23,3184300,67.57
2011-04-11,73.13,73.30,72.55,73.21,3487800,67.55
2011-04-08,74.11,74.13,72.84,73.25,4208900,67.59
2011-04-07,74.24,74.41,73.69,74.00,2652000,68.28
2011-04-06,74.30,74.61,73.95,74.47,2703900,68.71
2011-04-05,74.43,74.88,74.07,74.15,2842400,68.42
2011-04-04,74.59,74.85,74.40,74.74,2306900,68.96
2011-04-01,74.99,75.14,74.28,74.48,3620300,68.72
2011-03-31,74.36,74.95,74.24,74.32,3307900,68.57
2011-03-30,74.16,74.90,73.95,74.50,3960700,68.74
2011-03-29,73.29,73.90,73.09,73.85,2472600,68.14
2011-03-28,72.26,74.06,72.26,73.52,4499600,67.84
2011-03-25,72.14,72.59,71.99,72.04,3459600,66.47
2011-03-24,71.81,72.14,71.60,72.10,3982600,66.53
2011-03-23,71.66,71.91,71.34,71.62,4445500,66.08
2011-03-22,72.79,72.92,71.85,72.05,3932800,66.48
2011-03-21,72.57,73.40,72.34,72.84,3825300,67.21
2011-03-18,72.58,72.60,71.28,71.60,5949600,66.06
2011-03-17,72.61,72.80,71.16,71.61,8259800,66.07
2011-03-16,71.76,71.78,70.21,70.38,7607300,64.94
2011-03-15,71.90,72.28,71.43,71.81,5519100,66.26
2011-03-14,73.34,73.61,72.30,73.19,4789700,67.53
2011-03-11,73.00,74.52,73.00,74.09,4736900,68.36
2011-03-10,72.36,73.77,72.25,73.11,4873500,67.46
2011-03-09,72.47,73.54,72.03,73.25,4058300,67.59
2011-03-08,72.17,73.28,71.87,72.82,3889800,67.19
2011-03-07,72.67,72.94,71.28,71.80,3597400,66.25
2011-03-04,73.56,73.65,71.63,72.44,4913300,66.84
2011-03-03,72.75,73.72,72.53,73.46,3913700,67.78
2011-03-02,72.15,72.90,71.27,72.27,6457400,66.68
2011-03-01,73.76,73.95,71.96,72.35,6660100,66.76
2011-02-28,73.78,74.38,73.46,73.80,3680100,68.09
2011-02-25,73.98,74.05,73.30,73.46,3729300,67.78
2011-02-24,73.23,74.17,73.02,73.68,5193800,67.98
2011-02-23,74.75,75.30,72.83,73.47,7181200,67.79
2011-02-22,75.58,75.87,74.31,74.61,5887000,68.84
2011-02-18,76.47,77.00,76.09,76.47,5038700,70.56
2011-02-17,75.33,76.39,75.17,76.33,3835700,70.43
2011-02-16,74.86,75.80,74.86,75.66,4256300,69.81
2011-02-15,74.78,75.19,74.19,74.80,3874900,69.02
2011-02-14,75.10,75.32,74.59,74.80,3273900,69.02
2011-02-11,74.65,75.63,74.39,75.32,4248300,69.50
2011-02-10,73.69,75.00,73.56,74.77,5216900,68.99
2011-02-09,74.19,74.58,73.46,74.58,3056400,68.33
2011-02-08,74.11,74.58,73.84,74.47,2959400,68.23
2011-02-07,74.25,74.44,73.55,74.25,4781300,68.03
2011-02-04,74.46,74.60,73.60,74.34,2959000,68.11
2011-02-03,74.02,74.56,73.90,74.29,4063600,68.07
2011-02-02,74.78,74.84,73.90,74.04,4992300,67.84
2011-02-01,74.00,75.19,73.78,74.59,12457000,68.34
2011-01-31,70.81,71.66,70.35,71.62,5369500,65.62
2011-01-28,72.93,72.96,70.64,70.73,5646400,64.81
2011-01-27,73.15,73.40,72.45,72.91,3096100,66.80
2011-01-26,73.03,73.30,72.48,72.87,2825700,66.77
2011-01-25,73.18,73.40,72.46,72.83,3820100,66.73
2011-01-24,72.77,73.25,72.44,73.21,3255700,67.08
2011-01-21,73.02,73.09,72.45,72.89,4601400,66.79
2011-01-20,72.39,72.85,71.98,72.66,4188200,66.57
2011-01-19,72.90,73.09,71.79,72.18,3354500,66.13
2011-01-18,72.70,73.20,72.65,73.02,4370800,66.90
2011-01-14,72.06,72.87,72.03,72.48,2422900,66.41
2011-01-13,71.85,72.47,71.56,72.25,2397900,66.20
2011-01-12,72.24,72.40,71.76,71.95,2498300,65.92
2011-01-11,72.30,72.33,71.28,71.75,3020900,65.74
2011-01-10,71.74,72.53,71.47,72.14,2783300,66.10
2011-01-07,72.81,72.92,71.00,72.15,7145200,66.11
2011-01-06,72.88,72.99,72.21,72.49,3354100,66.42
2011-01-05,72.16,73.21,72.14,72.90,3391300,66.79
2011-01-04,72.89,73.14,72.34,72.79,3834900,66.69
2011-01-03,73.18,73.89,72.86,72.95,4232600,66.84
2010-12-31,72.65,73.06,72.50,72.58,2054500,66.50
2010-12-30,72.67,73.10,72.52,72.68,1443000,66.59
2010-12-29,72.79,72.98,72.54,72.68,1484700,66.59
2010-12-28,72.95,73.13,72.68,72.81,1632900,66.71
2010-12-27,72.50,73.15,72.37,72.81,1612800,66.71
2010-12-23,72.88,72.97,72.50,72.73,1540500,66.64
2010-12-22,73.06,73.18,72.67,72.86,1531600,66.76
2010-12-21,73.00,73.18,72.86,72.88,2127400,66.78
2010-12-20,73.43,73.54,72.33,72.74,3515200,66.65
2010-12-17,73.74,73.88,72.88,73.06,6813000,66.94
2010-12-16,72.25,73.94,71.57,73.76,7250500,67.58
2010-12-15,72.16,72.80,72.02,72.25,3520800,66.20
2010-12-14,73.04,73.08,72.14,72.60,3857900,66.52
2010-12-13,73.24,73.24,72.71,72.77,2979200,66.68
2010-12-10,73.35,73.57,72.35,72.89,3404000,66.79
2010-12-09,72.31,73.59,72.30,73.04,6291600,66.92
2010-12-08,71.74,72.17,71.39,72.01,2932200,65.98
2010-12-07,72.15,72.42,71.60,71.69,4994600,65.69
2010-12-06,71.67,72.02,71.22,71.69,3498500,65.69
2010-12-03,71.44,71.88,70.87,71.80,3859200,65.79
2010-12-02,71.45,72.20,71.43,71.86,4513800,65.84
2010-12-01,70.97,71.90,70.87,71.44,5762100,65.46
2010-11-30,69.26,70.65,69.06,70.13,7606600,64.26
2010-11-29,68.96,69.98,68.59,69.88,5209100,64.03
2010-11-26,69.09,69.48,68.95,69.10,1842200,63.31
2010-11-24,68.55,69.87,68.55,69.59,4635100,63.76
2010-11-23,68.01,68.26,67.43,68.16,3775400,62.45
2010-11-22,68.77,69.08,68.15,68.79,3441300,63.03
2010-11-19,68.21,69.11,67.87,69.11,4166400,63.32
2010-11-18,67.93,68.63,67.75,68.17,2885300,62.46
2010-11-17,67.40,67.62,66.97,67.24,2560500,61.61
2010-11-16,67.70,67.91,66.90,67.51,4070300,61.86
2010-11-15,68.23,68.73,67.94,68.07,2456100,62.37
2010-11-12,68.09,68.36,67.76,68.12,2802100,62.41
2010-11-11,67.77,68.34,67.48,68.28,2770800,62.56
2010-11-10,68.26,68.51,67.61,68.07,4962500,62.37
2010-11-09,69.83,69.88,68.74,68.99,4615200,62.78
2010-11-08,69.61,69.61,68.95,69.48,3304700,63.23
2010-11-05,69.34,69.96,69.28,69.79,3685200,63.51
2010-11-04,69.09,69.64,68.68,69.37,4203400,63.13
2010-11-03,68.31,68.70,67.70,68.63,2704500,62.45
2010-11-02,67.98,68.54,67.91,68.30,3069000,62.15
2010-11-01,67.38,68.03,66.93,67.34,2841000,61.28
2010-10-29,67.46,67.54,67.00,67.34,4329100,61.28
2010-10-28,68.25,68.40,66.97,67.66,5237100,61.57
2010-10-27,68.94,69.10,67.45,67.98,5400400,61.86
2010-10-26,69.04,69.63,68.67,69.42,2869300,63.17
2010-10-25,69.94,69.99,69.25,69.32,4036000,63.08
2010-10-22,69.61,69.95,69.12,69.83,2969600,63.55
2010-10-21,69.95,70.00,68.61,69.59,6172200,63.33
2010-10-20,68.74,69.89,68.74,69.65,4773000,63.38
2010-10-19,68.83,69.09,67.69,68.74,4388600,62.55
2010-10-18,69.44,69.75,68.73,69.50,3982700,63.25
2010-10-15,69.71,69.91,69.00,69.31,5733000,63.07
2010-10-14,68.55,69.40,68.53,69.40,5099000,63.15
2010-10-13,67.91,69.45,67.73,68.66,8406100,62.48
2010-10-12,67.10,67.45,66.26,67.24,3010600,61.19
2010-10-11,67.45,67.60,66.96,67.35,2811700,61.29
2010-10-08,67.56,67.75,66.92,67.53,4287200,61.45
2010-10-07,68.19,68.28,67.02,67.37,3442600,61.31
2010-10-06,68.00,68.15,67.70,67.81,3600600,61.71
2010-10-05,66.88,68.28,66.51,67.88,7262300,61.77
2010-10-04,66.25,66.63,65.44,66.12,3936300,60.17
2010-10-01,67.16,67.43,66.17,66.44,3910900,60.46
2010-09-30,67.11,68.00,66.65,66.69,4538900,60.69
2010-09-29,66.83,67.07,66.24,66.74,4560200,60.73
2010-09-28,67.34,67.53,66.38,67.18,3699700,61.13
2010-09-27,67.42,67.68,67.08,67.08,3187800,61.04
2010-09-24,66.93,67.54,66.93,67.27,4637500,61.22
2010-09-23,66.88,67.24,66.04,66.39,4042800,60.42
2010-09-22,66.97,67.98,66.97,67.52,6831000,61.44
2010-09-21,67.45,67.45,66.79,66.99,3937400,60.96
2010-09-20,67.06,67.30,66.57,66.90,3417500,60.88
2010-09-17,66.85,67.04,66.10,66.68,5438000,60.68
2010-09-16,66.87,66.99,66.22,66.72,5561000,60.72
2010-09-15,67.31,67.77,66.97,67.66,4227300,61.57
2010-09-14,67.54,67.82,67.40,67.45,3912000,61.38
2010-09-13,68.39,69.50,67.27,67.53,4532000,61.45
2010-09-10,67.85,68.09,67.55,67.76,3600200,61.66
2010-09-09,68.42,68.64,67.47,67.65,3312000,61.56
2010-09-08,67.10,68.33,67.10,67.56,3622200,61.48
2010-09-07,67.22,67.48,66.73,67.08,3024600,61.04
2010-09-03,67.50,68.34,67.31,67.64,4317900,61.55
2010-09-02,66.52,67.45,66.52,67.12,4991400,61.08
2010-09-01,64.84,66.50,64.40,66.19,6207400,60.23
2010-08-31,63.61,64.26,63.28,63.80,3966400,58.06
2010-08-30,64.20,64.87,63.89,63.94,3007100,58.19
2010-08-27,63.92,64.69,63.32,64.47,3802800,58.67
2010-08-26,63.55,64.26,63.32,63.43,3493900,57.72
2010-08-25,63.34,63.65,62.61,63.35,4544700,57.65
2010-08-24,64.44,64.80,63.71,63.85,6716100,58.10
2010-08-23,65.69,66.18,65.19,65.22,3380500,59.35
2010-08-20,64.91,65.17,64.38,65.10,4976900,59.24
2010-08-19,65.82,66.18,64.83,65.42,5560200,59.53
2010-08-18,65.93,66.60,65.38,66.17,3845400,60.21
2010-08-17,65.11,66.55,65.04,66.02,4400400,60.08
2010-08-16,64.03,64.94,63.73,64.65,2895800,58.83
2010-08-13,64.22,64.80,64.12,64.44,3299900,58.64
2010-08-12,63.98,64.73,63.56,64.48,3950500,58.68
2010-08-11,66.32,66.62,64.79,65.21,5524900,58.91
2010-08-10,66.99,67.54,66.68,67.21,4724800,60.72
2010-08-09,67.08,67.72,66.95,67.42,2623300,60.91
2010-08-06,66.67,67.49,66.00,66.70,4663600,60.26
2010-08-05,66.87,67.72,66.62,67.42,4357700,60.91
2010-08-04,66.68,67.70,66.57,67.38,4940100,60.87
2010-08-03,66.48,66.76,65.81,66.60,5170600,60.17
2010-08-02,65.73,66.65,65.22,66.60,5489500,60.17
2010-07-30,63.95,65.35,63.64,65.00,5191500,58.72
2010-07-29,65.10,65.32,64.15,64.39,3781200,58.17
2010-07-28,64.60,65.29,64.28,64.80,4010300,58.54
2010-07-27,65.06,65.25,64.55,64.66,4474000,58.42
2010-07-26,64.72,65.00,64.17,64.88,4998000,58.62
2010-07-23,63.36,64.00,62.90,63.67,4716200,57.52
2010-07-22,63.00,64.31,62.60,63.15,11500700,57.05
2010-07-21,61.44,61.44,59.37,60.01,4417600,54.22
2010-07-20,59.86,60.95,59.27,60.88,3071100,55.00
2010-07-19,59.85,60.64,59.23,60.46,4435000,54.62
2010-07-16,60.99,61.29,59.45,59.68,6274700,53.92
2010-07-15,61.81,61.85,60.42,61.34,3607000,55.42
2010-07-14,61.25,62.34,61.25,61.76,4290000,55.80
2010-07-13,60.69,61.65,60.66,61.30,5123400,55.38
2010-07-12,60.39,60.50,59.44,60.02,3555100,54.22
2010-07-09,60.00,60.29,59.55,60.06,2700000,54.26
2010-07-08,59.83,60.38,59.26,59.96,4122500,54.17
2010-07-07,57.28,59.62,57.28,59.47,6372400,53.73
2010-07-06,57.34,58.22,56.61,57.20,4749400,51.68
2010-07-02,57.99,58.25,56.47,56.76,4630300,51.28
